screening_id,customer_id,screening_date,screening_type,screening_vendor,sanctions_hit,sanctions_list,sanctions_true_match,pep_hit,pep_category,adverse_media_hit,adverse_media_category,media_source_type,adverse_media_relevant,open_source_checks_done,resolution_days,disposition
SCR002298,C00888,2025-11-18,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002299,C00889,2024-05-17,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002300,C00889,2024-11-13,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002301,C00889,2025-05-12,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002302,C00889,2025-11-08,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002303,C00890,2025-09-13,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002304,C00891,2024-07-15,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002305,C00891,2025-01-11,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002306,C00891,2025-07-10,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002307,C00892,2024-11-16,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002308,C00892,2025-05-15,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002309,C00892,2025-11-11,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002310,C00893,2024-02-20,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002311,C00893,2024-08-18,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002312,C00893,2025-02-14,Ongoing Rescreen,LexisNexis Bridger,Y,UN Consolidated,N,N,,N,,,,Y,3,Cleared - False Positive
SCR002313,C00893,2025-08-13,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002314,C00894,2025-11-20,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002315,C00895,2024-08-09,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002316,C00895,2025-02-05,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002317,C00895,2025-08-04,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002318,C00896,2025-04-21,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002319,C00896,2025-10-18,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002320,C00897,2024-09-15,Initial,World-Check,Y,UK HMT/OFSI,N,Y,Foreign PEP,Y,Bribery & Corruption,Regulator Notice,Y,Y,4,Escalate to EDD
SCR002321,C00897,2025-03-14,Ongoing Rescreen,World-Check,N,,,Y,Close Associate,N,,,,Y,5,Cleared - False Positive
SCR002322,C00897,2025-09-10,Ongoing Rescreen,LexisNexis Bridger,N,,,Y,Family Member,N,,,,Y,7,Cleared - False Positive
SCR002323,C00898,2025-02-14,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002324,C00898,2025-08-13,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002325,C00899,2025-02-13,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002326,C00899,2025-08-12,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002327,C00900,2024-08-01,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002328,C00900,2025-01-28,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002329,C00900,2025-07-27,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002330,C00901,2024-11-11,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002331,C00901,2025-05-10,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002332,C00901,2025-11-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002333,C00902,2025-03-12,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002334,C00902,2025-09-08,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002335,C00903,2024-06-07,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002336,C00903,2024-12-04,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002337,C00903,2025-06-02,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002338,C00903,2025-11-29,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002339,C00904,2024-04-05,Initial,World-Check,N,,,N,,Y,Regulatory Fine,National News,N,Y,2,Cleared - False Positive
SCR002340,C00904,2024-10-02,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002341,C00904,2025-03-31,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002342,C00904,2025-09-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002343,C00905,2024-05-10,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002344,C00905,2024-11-06,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002345,C00905,2025-05-05,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002346,C00905,2025-11-01,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002347,C00906,2024-10-31,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002348,C00906,2025-04-29,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002349,C00906,2025-10-26,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002350,C00907,2024-06-05,Initial,World-Check,N,,,N,,Y,Fraud,Online Blog,Y,Y,13,Escalate to EDD
SCR002351,C00907,2024-12-02,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR002352,C00907,2025-05-31,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR002353,C00907,2025-11-27,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR002354,C00908,2024-07-26,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002355,C00908,2025-01-22,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002356,C00908,2025-07-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002357,C00909,2025-05-16,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002358,C00909,2025-11-12,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002359,C00910,2025-05-04,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002360,C00910,2025-10-31,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002361,C00911,2025-11-20,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002362,C00912,2025-07-12,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002363,C00913,2024-11-06,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002364,C00913,2025-05-05,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002365,C00913,2025-11-01,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002366,C00914,2025-11-09,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002367,C00915,2025-11-04,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002368,C00916,2024-06-11,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002369,C00916,2024-12-08,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002370,C00916,2025-06-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002371,C00916,2025-12-03,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002372,C00917,2024-05-05,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002373,C00917,2024-11-01,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002374,C00917,2025-04-30,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002375,C00917,2025-10-27,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002376,C00918,2025-10-08,Initial,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR002377,C00919,2025-10-12,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002378,C00920,2025-09-10,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002379,C00921,2024-12-02,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002380,C00921,2025-05-31,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002381,C00921,2025-11-27,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002382,C00922,2025-09-22,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002383,C00923,2025-07-16,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002384,C00924,2025-06-25,Initial,World-Check,Y,EU Consolidated,N,N,,N,,,,Y,6,Cleared - False Positive
SCR002385,C00924,2025-12-22,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002386,C00925,2025-03-16,Initial,World-Check,N,,,Y,Family Member,N,,,,Y,3,Cleared - False Positive
SCR002387,C00925,2025-09-12,Ongoing Rescreen,World-Check,N,,,Y,Foreign PEP,N,,,,Y,1,Cleared - False Positive
SCR002388,C00926,2024-07-14,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002389,C00926,2025-01-10,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002390,C00926,2025-07-09,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002391,C00927,2025-06-30,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002392,C00927,2025-12-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002393,C00928,2025-10-03,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002394,C00929,2025-10-08,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002395,C00930,2025-03-14,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002396,C00930,2025-09-10,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002397,C00931,2024-01-29,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002398,C00931,2024-07-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002399,C00931,2025-01-23,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002400,C00931,2025-07-22,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002401,C00932,2025-06-25,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002402,C00932,2025-12-22,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002403,C00933,2024-07-04,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002404,C00933,2024-12-31,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002405,C00933,2025-06-29,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002406,C00933,2025-12-26,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002407,C00934,2024-05-30,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002408,C00934,2024-11-26,Ongoing Rescreen,Dow Jones Risk,Y,UK HMT/OFSI,N,N,,N,,,,Y,6,Cleared - False Positive
SCR002409,C00934,2025-05-25,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002410,C00934,2025-11-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002411,C00935,2024-02-27,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002412,C00935,2024-08-25,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002413,C00935,2025-02-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002414,C00935,2025-08-20,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002415,C00936,2024-04-25,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002416,C00936,2024-10-22,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002417,C00936,2025-04-20,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002418,C00936,2025-10-17,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002419,C00937,2024-12-24,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002420,C00937,2025-06-22,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002421,C00937,2025-12-19,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002422,C00938,2024-07-21,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002423,C00938,2025-01-17,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002424,C00938,2025-07-16,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002425,C00939,2024-10-06,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002426,C00939,2025-04-04,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002427,C00939,2025-10-01,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002428,C00940,2025-01-08,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002429,C00940,2025-07-07,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002430,C00941,2025-01-20,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002431,C00941,2025-07-19,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002432,C00942,2024-10-31,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002433,C00942,2025-04-29,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002434,C00942,2025-10-26,Ongoing Rescreen,Dow Jones Risk,N,,,N,,Y,Fraud,Online Blog,N,Y,3,Cleared - False Positive
SCR002435,C00943,2024-11-27,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002436,C00943,2025-05-26,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002437,C00943,2025-11-22,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002438,C00944,2025-10-10,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002439,C00945,2024-07-25,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002440,C00945,2025-01-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002441,C00945,2025-07-20,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002442,C00946,2024-01-10,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002443,C00946,2024-07-08,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002444,C00946,2025-01-04,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002445,C00946,2025-07-03,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002446,C00946,2025-12-30,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002447,C00947,2025-08-07,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002448,C00948,2024-02-28,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002449,C00948,2024-08-26,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002450,C00948,2025-02-22,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002451,C00948,2025-08-21,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002452,C00949,2025-07-20,Initial,LexisNexis Bridger,N,,,N,,Y,Organised Crime,National News,Y,Y,12,Escalate to EDD
SCR002453,C00950,2024-08-25,Initial,Dow Jones Risk,N,,,N,,Y,Organised Crime,Court Records,N,Y,7,Cleared - False Positive
SCR002454,C00950,2025-02-21,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002455,C00950,2025-08-20,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002456,C00951,2025-09-07,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002457,C00952,2024-05-02,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002458,C00952,2024-10-29,Ongoing Rescreen,Dow Jones Risk,N,,,N,,Y,Organised Crime,National News,N,Y,6,Cleared - False Positive
SCR002459,C00952,2025-04-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002460,C00952,2025-10-24,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002461,C00953,2024-04-30,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002462,C00953,2024-10-27,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002463,C00953,2025-04-25,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002464,C00953,2025-10-22,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002465,C00954,2024-10-24,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002466,C00954,2025-04-22,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002467,C00954,2025-10-19,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002468,C00955,2024-11-02,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002469,C00955,2025-05-01,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002470,C00955,2025-10-28,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002471,C00956,2025-06-08,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002472,C00956,2025-12-05,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002473,C00957,2025-04-18,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002474,C00957,2025-10-15,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002475,C00958,2025-12-27,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002476,C00959,2025-05-10,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002477,C00959,2025-11-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002478,C00960,2024-05-27,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002479,C00960,2024-11-23,Ongoing Rescreen,Dow Jones Risk,Y,UN Consolidated,N,N,,N,,,,Y,4,Cleared - False Positive
SCR002480,C00960,2025-05-22,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002481,C00960,2025-11-18,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002482,C00961,2024-03-05,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002483,C00961,2024-09-01,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002484,C00961,2025-02-28,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002485,C00961,2025-08-27,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002486,C00962,2024-07-13,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002487,C00962,2025-01-09,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002488,C00962,2025-07-08,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002489,C00963,2025-12-19,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002490,C00964,2025-07-15,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002491,C00965,2025-06-25,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002492,C00965,2025-12-22,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002493,C00966,2024-07-17,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002494,C00966,2025-01-13,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002495,C00966,2025-07-12,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002496,C00967,2024-12-08,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002497,C00967,2025-06-06,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002498,C00967,2025-12-03,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002499,C00968,2025-05-29,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002500,C00968,2025-11-25,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002501,C00969,2025-11-23,Initial,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002502,C00970,2025-03-02,Initial,Dow Jones Risk,N,,,Y,Domestic PEP,N,,,,Y,7,Cleared - False Positive
SCR002503,C00970,2025-08-29,Ongoing Rescreen,Dow Jones Risk,N,,,Y,Foreign PEP,N,,,,Y,3,Cleared - False Positive
SCR002504,C00971,2024-01-16,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002505,C00971,2024-07-14,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002506,C00971,2025-01-10,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002507,C00971,2025-07-09,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002508,C00972,2025-09-16,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002509,C00973,2025-11-13,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002510,C00974,2024-01-25,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002511,C00974,2024-07-23,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002512,C00974,2025-01-19,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002513,C00974,2025-07-18,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002514,C00975,2024-10-13,Initial,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR002515,C00975,2025-04-11,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR002516,C00975,2025-10-08,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR002517,C00976,2025-12-17,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002518,C00977,2025-11-28,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002519,C00978,2025-12-05,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002520,C00979,2025-12-14,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002521,C00980,2024-01-17,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002522,C00980,2024-07-15,Ongoing Rescreen,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002523,C00980,2025-01-11,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002524,C00980,2025-07-10,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002525,C00981,2024-04-20,Initial,Dow Jones Risk,N,,,N,,N,,,,N,0,No Hit
SCR002526,C00981,2024-10-17,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002527,C00981,2025-04-15,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002528,C00981,2025-10-12,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002529,C00982,2024-12-31,Initial,World-Check,N,,,N,,N,,,,N,0,No Hit
SCR002530,C00982,2025-06-29,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,N,0,No Hit
SCR002531,C00982,2025-12-26,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,Y,Money Laundering,National News,N,Y,5,Cleared - False Positive
SCR002532,C00983,2025-03-16,Initial,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR002533,C00983,2025-09-12,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR002534,C00984,2024-10-20,Initial,LexisNexis Bridger,Y,OFAC SDN,N,N,,N,,,,Y,9,Cleared - False Positive
SCR002535,C00984,2025-04-18,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR002536,C00984,2025-10-15,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR002537,C00985,2024-07-14,Initial,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR002538,C00985,2025-01-10,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR002539,C00985,2025-07-09,Ongoing Rescreen,World-Check,N,,,N,,N,,,,Y,0,No Hit
SCR002540,C00986,2024-07-04,Initial,World-Check,N,,,N,,Y,Fraud,Regulator Notice,N,Y,13,Cleared - False Positive
SCR002541,C00986,2024-12-31,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,N,,,,Y,0,No Hit
SCR002542,C00986,2025-06-29,Ongoing Rescreen,Dow Jones Risk,N,,,N,,N,,,,Y,0,No Hit
SCR002543,C00986,2025-12-26,Ongoing Rescreen,LexisNexis Bridger,N,,,N,,Y,Regulatory Fine,Online Blog,Y,Y,7,Escalate to EDD
