alert_id,customer_id,alert_date,scenario,transaction_amount_gbp,counterparty_country,priority,analyst_id,status,closed_date,days_to_close,outcome,analyst_hours,sar_filed
ALT03347,C02357,2025-04-24,Structuring,7046.26,United Kingdom,Medium,AN040,Closed,2025-05-06,12,Closed - False Positive,0.6,N
ALT05659,C02008,2025-04-25,Round-Amount Transfers,169061.18,United Kingdom,High,AN034,Closed,2025-05-03,8,Closed - False Positive,0.8,N
ALT03150,C01291,2025-04-25,Unusual Activity vs Profile,60160.98,Nigeria,High,AN034,Closed,2025-05-27,32,Escalated to Investigation,8.7,N
ALT06377,C00559,2025-04-25,Structuring,7230.13,Pakistan,Medium,AN034,Closed,2025-04-30,5,Closed - False Positive,0.5,N
ALT02265,C02789,2025-04-25,Large Cash Deposit,18574.73,Hong Kong,High,AN035,Closed,2025-05-20,25,SAR Filed,10.9,Y
ALT00572,C00369,2025-04-25,Round-Amount Transfers,133604.16,Ireland,High,AN040,Closed,2025-05-04,9,Closed - False Positive,0.5,N
ALT05596,C01078,2025-04-25,Structuring,7999.28,United Kingdom,High,AN037,Closed,2025-05-17,22,SAR Filed,9.2,Y
ALT05290,C01117,2025-04-25,Round-Amount Transfers,4947.82,UAE,Medium,AN040,Closed,2025-04-29,4,Closed - False Positive,0.9,N
ALT01230,C00966,2025-04-26,Large Cash Deposit,38058.39,United Kingdom,Low,AN039,Closed,2025-04-30,4,Closed - False Positive,1.1,N
ALT02323,C00107,2025-04-26,Rapid Movement of Funds,2725.81,Hong Kong,Medium,AN036,Closed,2025-04-29,3,Closed - False Positive,0.3,N
ALT04154,C00535,2025-04-26,Round-Amount Transfers,16807.58,United Kingdom,Low,AN038,Closed,2025-05-01,5,Closed - False Positive,0.9,N
ALT03348,C02333,2025-04-26,Unusual Activity vs Profile,22686.51,United Kingdom,Medium,AN033,Closed,2025-05-01,5,Closed - False Positive,0.6,N
ALT05849,C00305,2025-04-26,Unusual Activity vs Profile,10374.14,United Kingdom,Medium,AN035,Closed,2025-04-28,2,Closed - False Positive,0.9,N
ALT04839,C00650,2025-04-26,Rapid Movement of Funds,12225.15,United Kingdom,High,AN038,Closed,2025-04-29,3,Closed - False Positive,0.9,N
ALT01535,C01078,2025-04-26,Round-Amount Transfers,28067.89,United Kingdom,High,AN034,Closed,2025-04-29,3,Closed - False Positive,0.4,N
ALT05183,C00280,2025-04-26,Structuring,8309.47,Germany,Medium,AN037,Closed,2025-05-01,5,Closed - False Positive,0.9,N
ALT06206,C00614,2025-04-26,Dormant Account Reactivation,7593.07,UAE,Medium,AN034,Closed,2025-05-01,5,SAR Filed,5.1,Y
ALT02680,C02438,2025-04-26,Structuring,7702.72,Pakistan,Medium,AN035,Closed,2025-05-01,5,Closed - False Positive,0.4,N
ALT02788,C01116,2025-04-26,Structuring,8071.64,France,Medium,AN033,Closed,2025-05-08,12,Escalated to Investigation,11.7,N
ALT00280,C02352,2025-04-26,High-Risk Jurisdiction Transfer,6350.75,Nigeria,High,AN035,Closed,2025-04-29,3,Closed - False Positive,0.7,N
ALT03569,C00056,2025-04-27,Structuring,8116.46,United Kingdom,Medium,AN034,Closed,2025-05-08,11,Closed - False Positive,0.4,N
ALT05560,C00133,2025-04-27,Unusual Activity vs Profile,5215.57,United Kingdom,High,AN039,Closed,2025-05-10,13,Closed - False Positive,0.4,N
ALT02992,C01473,2025-04-27,Dormant Account Reactivation,11474.51,United Kingdom,Medium,AN034,Closed,2025-04-28,1,Closed - False Positive,1.1,N
ALT05783,C02912,2025-04-27,Round-Amount Transfers,6217.95,Germany,Medium,AN040,Closed,2025-05-01,4,Closed - False Positive,0.6,N
ALT00874,C01637,2025-04-28,Dormant Account Reactivation,1185.58,United States,Low,AN038,Closed,2025-05-03,5,Closed - False Positive,0.6,N
ALT03315,C02516,2025-04-28,Round-Amount Transfers,6227.67,United Kingdom,High,AN036,Closed,2025-05-01,3,Closed - False Positive,1.2,N
ALT02437,C00441,2025-04-28,Structuring,9460.92,Germany,High,AN037,Closed,2025-06-06,39,Escalated to Investigation,12.2,N
ALT06279,C01437,2025-04-28,Unusual Activity vs Profile,26003.02,United Kingdom,High,AN033,Closed,2025-05-02,4,Closed - False Positive,0.5,N
ALT03355,C01693,2025-04-28,Unusual Activity vs Profile,16668.44,UAE,Low,AN037,Closed,2025-04-30,2,Closed - False Positive,1.2,N
ALT05797,C02834,2025-04-28,Unusual Activity vs Profile,14789.99,United Kingdom,High,AN037,Closed,2025-05-01,3,Closed - False Positive,0.7,N
ALT03889,C02395,2025-04-28,Unusual Activity vs Profile,36191.33,India,Low,AN034,Closed,2025-05-14,16,Closed - False Positive,0.6,N
ALT05535,C00443,2025-04-28,Structuring,9336.06,Nigeria,Medium,AN035,Closed,2025-05-03,5,Closed - False Positive,0.9,N
ALT01959,C00856,2025-04-29,Rapid Movement of Funds,5179.45,France,High,AN039,Closed,2025-05-12,13,SAR Filed,6.0,Y
ALT05467,C02484,2025-04-29,Round-Amount Transfers,34757.26,United States,Low,AN037,Closed,2025-05-19,20,Closed - False Positive,0.7,N
ALT06238,C01762,2025-04-29,Dormant Account Reactivation,9245.73,Germany,Low,AN033,Closed,2025-05-04,5,Closed - False Positive,1.2,N
ALT04231,C00206,2025-04-29,Large Cash Deposit,9756.87,United Kingdom,High,AN033,Closed,2025-05-04,5,Closed - False Positive,0.6,N
ALT00407,C02674,2025-04-29,Rapid Movement of Funds,17967.56,Ireland,Low,AN036,Closed,2025-05-14,15,Escalated to Investigation,6.3,N
ALT04216,C00408,2025-04-29,Unusual Activity vs Profile,2663.21,United Kingdom,Medium,AN037,Closed,2025-05-01,2,Closed - False Positive,0.6,N
ALT01059,C00069,2025-04-29,Large Cash Deposit,23911.63,United Kingdom,Medium,AN035,Closed,2025-05-12,13,Closed - False Positive,0.8,N
ALT00630,C02046,2025-04-29,Large Cash Deposit,47897.0,United Kingdom,Medium,AN033,Closed,2025-05-05,6,Closed - False Positive,0.3,N
ALT03266,C01532,2025-04-29,Rapid Movement of Funds,16828.84,United Kingdom,High,AN033,Closed,2025-05-02,3,Closed - False Positive,0.6,N
ALT04311,C02115,2025-04-29,Unusual Activity vs Profile,6647.32,India,High,AN036,Closed,2025-05-12,13,Closed - False Positive,0.7,N
ALT01180,C02656,2025-04-29,Rapid Movement of Funds,4946.4,United Kingdom,High,AN040,Closed,2025-05-02,3,Closed - False Positive,0.8,N
ALT04873,C02782,2025-04-29,Rapid Movement of Funds,22420.48,United Kingdom,Low,AN040,Closed,2025-05-11,12,Closed - False Positive,1.0,N
ALT04327,C02421,2025-04-29,Large Cash Deposit,21814.43,United Kingdom,Medium,AN040,Closed,2025-05-12,13,Closed - False Positive,0.7,N
ALT01072,C02809,2025-04-29,Rapid Movement of Funds,5684.94,France,High,AN034,Closed,2025-05-05,6,Closed - False Positive,0.8,N
ALT06485,C02635,2025-04-29,Unusual Activity vs Profile,86594.43,Panama,High,AN033,Closed,2025-05-04,5,Closed - False Positive,0.8,N
ALT00095,C00846,2025-04-29,Large Cash Deposit,9956.27,United Kingdom,Low,AN035,Closed,2025-05-07,8,Closed - False Positive,0.7,N
ALT03288,C01776,2025-04-30,High-Risk Jurisdiction Transfer,2668.04,United Kingdom,Medium,AN039,Closed,2025-05-06,6,Closed - False Positive,1.1,N
ALT04122,C01031,2025-04-30,Structuring,8819.89,United Kingdom,Low,AN039,Closed,2025-05-05,5,Closed - False Positive,0.5,N
ALT05690,C01094,2025-04-30,Unusual Activity vs Profile,7087.36,UAE,Low,AN038,Closed,2025-05-09,9,Closed - False Positive,0.9,N
ALT01582,C00758,2025-04-30,Rapid Movement of Funds,1783.85,Germany,Medium,AN033,Closed,2025-05-27,27,Escalated to Investigation,8.5,N
ALT02664,C01895,2025-04-30,Large Cash Deposit,22459.4,United Kingdom,Medium,AN037,Closed,2025-05-07,7,Closed - False Positive,0.5,N
ALT00291,C00457,2025-04-30,Unusual Activity vs Profile,7489.95,United Kingdom,Medium,AN035,Closed,2025-05-09,9,Closed - False Positive,0.5,N
ALT00617,C00001,2025-04-30,Large Cash Deposit,18924.64,United States,Medium,AN034,Closed,2025-05-10,10,Closed - False Positive,0.9,N
ALT05555,C00925,2025-04-30,Structuring,7047.68,India,Medium,AN036,Closed,2025-05-24,24,Escalated to Investigation,5.1,N
ALT03729,C00491,2025-04-30,Dormant Account Reactivation,29682.22,United Kingdom,Medium,AN036,Closed,2025-05-04,4,Closed - False Positive,1.1,N
ALT05863,C02931,2025-05-01,Rapid Movement of Funds,16853.16,United Kingdom,High,AN035,Closed,2025-05-02,1,Closed - False Positive,0.5,N
ALT02899,C02239,2025-05-01,Unusual Activity vs Profile,68419.46,United Kingdom,High,AN037,Closed,2025-05-03,2,Closed - False Positive,1.2,N
ALT03915,C00051,2025-05-01,Unusual Activity vs Profile,1152.65,United Kingdom,High,AN038,Closed,2025-05-05,4,Closed - False Positive,0.4,N
ALT00599,C00197,2025-05-01,Rapid Movement of Funds,41218.8,Russia,Medium,AN036,Closed,2025-05-03,2,Closed - False Positive,1.0,N
ALT01157,C02173,2025-05-01,Rapid Movement of Funds,4590.34,United Kingdom,High,AN033,Closed,2025-05-05,4,Closed - False Positive,0.7,N
ALT02458,C00812,2025-05-01,Round-Amount Transfers,2841.58,United Kingdom,High,AN037,Closed,2025-05-05,4,Closed - False Positive,0.8,N
ALT04962,C02201,2025-05-01,Rapid Movement of Funds,5872.31,Nigeria,High,AN033,Closed,2025-05-08,7,Closed - False Positive,0.4,N
ALT00051,C01292,2025-05-01,Dormant Account Reactivation,16731.91,United Kingdom,High,AN038,Closed,2025-05-05,4,Closed - False Positive,0.5,N
ALT01301,C01970,2025-05-01,Large Cash Deposit,10457.38,Pakistan,High,AN040,Closed,2025-05-12,11,Closed - False Positive,1.2,N
ALT01276,C02593,2025-05-01,Structuring,7792.58,United Kingdom,High,AN035,Closed,2025-05-04,3,Closed - False Positive,0.7,N
ALT03799,C02520,2025-05-01,Rapid Movement of Funds,21815.04,Germany,Low,AN038,Closed,2025-05-07,6,Closed - False Positive,1.0,N
ALT02982,C02289,2025-05-01,Structuring,7922.83,Ireland,High,AN033,Closed,2025-05-10,9,SAR Filed,11.5,Y
ALT05504,C00226,2025-05-02,High-Risk Jurisdiction Transfer,14472.75,Panama,Low,AN035,Closed,2025-05-04,2,Closed - False Positive,1.0,N
ALT01534,C02990,2025-05-02,High-Risk Jurisdiction Transfer,6353.01,United States,Medium,AN040,Closed,2025-05-09,7,Closed - False Positive,1.0,N
ALT03215,C00971,2025-05-02,Large Cash Deposit,44990.3,United Kingdom,Medium,AN035,Closed,2025-05-05,3,Closed - False Positive,0.5,N
ALT03456,C01985,2025-05-02,High-Risk Jurisdiction Transfer,33722.97,United Kingdom,Medium,AN033,Closed,2025-05-09,7,Closed - False Positive,0.7,N
ALT04114,C02162,2025-05-02,Large Cash Deposit,47945.03,United Kingdom,Medium,AN040,Closed,2025-05-08,6,Closed - False Positive,0.3,N
ALT00442,C01702,2025-05-02,High-Risk Jurisdiction Transfer,16813.85,United Kingdom,Medium,AN037,Closed,2025-05-05,3,Closed - False Positive,1.1,N
ALT02133,C02361,2025-05-02,Dormant Account Reactivation,15904.71,United Kingdom,Low,AN038,Closed,2025-05-05,3,Closed - False Positive,1.0,N
ALT00179,C00557,2025-05-02,Unusual Activity vs Profile,26724.39,United Kingdom,Medium,AN039,Closed,2025-05-23,21,Closed - False Positive,0.9,N
ALT03653,C00080,2025-05-02,Rapid Movement of Funds,22620.41,United Kingdom,High,AN039,Closed,2025-05-10,8,Closed - False Positive,0.5,N
ALT02492,C01214,2025-05-02,Large Cash Deposit,58751.21,United Kingdom,High,AN040,Closed,2025-05-06,4,Closed - False Positive,0.9,N
ALT02523,C00801,2025-05-02,Structuring,7106.82,UAE,Low,AN039,Closed,2025-05-12,10,Closed - False Positive,1.2,N
ALT04488,C00315,2025-05-02,Rapid Movement of Funds,89952.14,United Kingdom,High,AN035,Closed,2025-05-07,5,Closed - False Positive,0.4,N
ALT06055,C00908,2025-05-02,Large Cash Deposit,41516.28,United Kingdom,Medium,AN040,Closed,2025-05-10,8,Closed - False Positive,0.7,N
ALT02814,C02767,2025-05-02,Structuring,7645.54,India,Medium,AN034,Closed,2025-05-08,6,Closed - False Positive,0.6,N
ALT02754,C02703,2025-05-03,Unusual Activity vs Profile,29461.97,United Kingdom,Medium,AN040,Closed,2025-05-18,15,Closed - False Positive,1.1,N
ALT00350,C00864,2025-05-03,Round-Amount Transfers,11666.59,United Kingdom,Medium,AN033,Closed,2025-05-10,7,Closed - False Positive,1.0,N
ALT02527,C01441,2025-05-03,Structuring,8500.31,United Kingdom,Low,AN037,Closed,2025-05-19,16,Closed - False Positive,1.1,N
ALT03663,C01492,2025-05-03,Round-Amount Transfers,4132.27,United Kingdom,High,AN039,Closed,2025-05-05,2,Closed - False Positive,0.9,N
ALT04688,C02048,2025-05-03,Large Cash Deposit,25937.93,Nigeria,Medium,AN036,Closed,2025-05-04,1,Closed - False Positive,1.1,N
ALT05130,C02741,2025-05-03,Dormant Account Reactivation,16419.2,United Kingdom,Low,AN034,Closed,2025-05-05,2,Closed - False Positive,0.6,N
ALT02556,C00375,2025-05-03,High-Risk Jurisdiction Transfer,60914.29,United Kingdom,High,AN034,Closed,2025-05-05,2,Closed - False Positive,0.3,N
ALT05088,C00220,2025-05-03,High-Risk Jurisdiction Transfer,59275.49,Nigeria,High,AN039,Closed,2025-05-04,1,Closed - False Positive,1.1,N
ALT00900,C01819,2025-05-04,Structuring,9007.69,United Kingdom,Low,AN036,Closed,2025-05-06,2,Closed - False Positive,0.8,N
ALT05319,C02241,2025-05-04,Structuring,9065.49,United Kingdom,Low,AN034,Closed,2025-05-06,2,Closed - False Positive,0.6,N
ALT05550,C02395,2025-05-04,Large Cash Deposit,43064.84,Nigeria,Medium,AN035,Closed,2025-05-11,7,Closed - False Positive,0.7,N
ALT03634,C01513,2025-05-04,Rapid Movement of Funds,1933.23,UAE,Medium,AN038,Closed,2025-05-20,16,Closed - False Positive,0.7,N
ALT00594,C00967,2025-05-05,Rapid Movement of Funds,6385.95,United Kingdom,Low,AN037,Closed,2025-05-08,3,Closed - False Positive,0.5,N
ALT04281,C00621,2025-05-05,Large Cash Deposit,21076.52,United Kingdom,Medium,AN034,Closed,2025-05-15,10,Closed - False Positive,0.9,N
ALT05521,C01809,2025-05-05,Rapid Movement of Funds,6532.9,United Kingdom,Low,AN033,Closed,2025-05-17,12,Closed - False Positive,0.7,N
ALT06447,C02931,2025-05-05,Unusual Activity vs Profile,93196.82,Ireland,High,AN034,Closed,2025-05-10,5,Closed - False Positive,1.1,N
ALT06433,C01097,2025-05-05,Large Cash Deposit,11021.85,United Kingdom,High,AN039,Closed,2025-05-09,4,Closed - False Positive,0.4,N
ALT05931,C02904,2025-05-05,Unusual Activity vs Profile,17832.39,United Kingdom,High,AN039,Closed,2025-05-15,10,Closed - False Positive,0.4,N
ALT00113,C01635,2025-05-05,Rapid Movement of Funds,15195.77,UAE,High,AN034,Closed,2025-05-22,17,Closed - False Positive,0.9,N
ALT02822,C02065,2025-05-05,Round-Amount Transfers,18161.89,India,Medium,AN040,Closed,2025-05-18,13,Closed - False Positive,1.1,N
ALT03615,C02928,2025-05-05,Rapid Movement of Funds,30081.63,United Kingdom,High,AN037,Closed,2025-05-07,2,Closed - False Positive,1.0,N
ALT01599,C02898,2025-05-05,High-Risk Jurisdiction Transfer,4714.15,Ireland,Medium,AN035,Closed,2025-05-13,8,Closed - False Positive,0.6,N
ALT04885,C02797,2025-05-06,Large Cash Deposit,34762.83,United Kingdom,Medium,AN040,Closed,2025-05-13,7,Closed - False Positive,0.6,N
ALT04437,C00329,2025-05-06,High-Risk Jurisdiction Transfer,46097.2,United Kingdom,Medium,AN034,Closed,2025-05-10,4,Closed - False Positive,1.2,N
ALT05628,C02990,2025-05-06,Rapid Movement of Funds,27008.07,United Kingdom,Low,AN035,Closed,2025-05-08,2,Closed - False Positive,0.7,N
ALT04007,C02206,2025-05-06,Round-Amount Transfers,5123.76,United Kingdom,Low,AN040,Closed,2025-05-14,8,Closed - False Positive,1.2,N
ALT04834,C00485,2025-05-06,Dormant Account Reactivation,9622.44,Nigeria,High,AN033,Closed,2025-05-08,2,Closed - False Positive,0.4,N
ALT01776,C00741,2025-05-06,Rapid Movement of Funds,8218.29,UAE,Low,AN040,Closed,2025-05-09,3,Closed - False Positive,1.1,N
ALT01293,C01320,2025-05-06,Large Cash Deposit,55182.81,United Kingdom,High,AN035,Closed,2025-05-07,1,Closed - False Positive,0.6,N
ALT06360,C02087,2025-05-06,Rapid Movement of Funds,5266.68,India,Medium,AN040,Closed,2025-05-11,5,Closed - False Positive,0.4,N
ALT01060,C01913,2025-05-07,Round-Amount Transfers,10643.42,Hong Kong,Low,AN034,Closed,2025-05-09,2,Closed - False Positive,0.5,N
ALT02540,C01289,2025-05-07,Rapid Movement of Funds,8832.97,United Kingdom,Medium,AN040,Closed,2025-05-16,9,Closed - False Positive,1.0,N
ALT01403,C01865,2025-05-07,Round-Amount Transfers,7085.82,Hong Kong,High,AN035,Closed,2025-05-22,15,Closed - False Positive,0.7,N
ALT03424,C01210,2025-05-07,Unusual Activity vs Profile,16432.47,UAE,High,AN037,Closed,2025-05-11,4,Closed - False Positive,0.5,N
ALT01123,C02287,2025-05-07,Round-Amount Transfers,24770.47,United Kingdom,Low,AN039,Closed,2025-05-11,4,Closed - False Positive,0.6,N
ALT03585,C02286,2025-05-07,High-Risk Jurisdiction Transfer,16726.69,United Kingdom,High,AN038,Closed,2025-05-17,10,Closed - False Positive,0.9,N
ALT01441,C02678,2025-05-07,Large Cash Deposit,34442.15,United Kingdom,Medium,AN037,Closed,2025-05-12,5,Closed - False Positive,0.4,N
ALT00937,C02120,2025-05-07,Unusual Activity vs Profile,7945.56,United Kingdom,Low,AN035,Closed,2025-05-17,10,Closed - False Positive,0.4,N
ALT00573,C02361,2025-05-07,Rapid Movement of Funds,4957.73,United Kingdom,Low,AN037,Closed,2025-05-09,2,Closed - False Positive,0.3,N
ALT04446,C02463,2025-05-07,Rapid Movement of Funds,20637.41,United Kingdom,Medium,AN039,Closed,2025-06-13,37,SAR Filed,6.9,Y
ALT00923,C01556,2025-05-07,Unusual Activity vs Profile,2659.64,United Kingdom,Low,AN039,Closed,2025-05-09,2,Closed - False Positive,1.2,N
ALT00229,C02078,2025-05-08,Structuring,8856.79,United Kingdom,Low,AN037,Closed,2025-05-20,12,Closed - False Positive,0.8,N
ALT04347,C00334,2025-05-08,Round-Amount Transfers,6068.99,Panama,Low,AN038,Closed,2025-05-31,23,Escalated to Investigation,6.5,N
ALT03209,C01094,2025-05-08,High-Risk Jurisdiction Transfer,27585.99,United Kingdom,Medium,AN038,Closed,2025-05-27,19,Closed - False Positive,1.1,N
ALT02537,C00986,2025-05-08,High-Risk Jurisdiction Transfer,2077.84,India,High,AN034,Closed,2025-05-10,2,Closed - False Positive,0.7,N
ALT05184,C02134,2025-05-08,Round-Amount Transfers,31984.21,United Kingdom,High,AN034,Closed,2025-05-15,7,Closed - False Positive,1.2,N
ALT00899,C01078,2025-05-08,Large Cash Deposit,45235.8,UAE,High,AN038,Closed,2025-05-15,7,Closed - False Positive,1.1,N
ALT05369,C00937,2025-05-08,Large Cash Deposit,25339.75,Pakistan,Low,AN036,Closed,2025-05-30,22,Closed - False Positive,0.6,N
ALT02729,C00291,2025-05-08,Rapid Movement of Funds,17530.34,UAE,Medium,AN039,Closed,2025-05-15,7,Closed - False Positive,0.9,N
ALT01434,C01981,2025-05-09,Large Cash Deposit,53306.81,India,High,AN036,Closed,2025-05-15,6,Closed - False Positive,0.8,N
ALT04085,C02764,2025-05-09,Large Cash Deposit,29734.86,United Kingdom,Medium,AN039,Closed,2025-05-16,7,Closed - False Positive,0.3,N
ALT03212,C00126,2025-05-09,Unusual Activity vs Profile,2506.77,United States,High,AN039,Closed,2025-05-12,3,Closed - False Positive,0.4,N
ALT02667,C02200,2025-05-09,Unusual Activity vs Profile,3883.73,United Kingdom,High,AN038,Closed,2025-05-16,7,Closed - False Positive,0.7,N
ALT04145,C00881,2025-05-09,Unusual Activity vs Profile,30587.95,Cyprus,Medium,AN033,Closed,2025-06-05,27,Escalated to Investigation,5.2,N
ALT06133,C01175,2025-05-09,Unusual Activity vs Profile,11537.87,United Kingdom,High,AN037,Closed,2025-06-04,26,Escalated to Investigation,11.6,N
ALT00216,C02962,2025-05-09,Rapid Movement of Funds,26689.2,United Kingdom,Medium,AN036,Closed,2025-05-11,2,Closed - False Positive,0.9,N
ALT05297,C01359,2025-05-09,High-Risk Jurisdiction Transfer,132357.31,United Kingdom,High,AN040,Closed,2025-05-11,2,Closed - False Positive,0.9,N
ALT01076,C01737,2025-05-09,Large Cash Deposit,59533.94,United Kingdom,High,AN034,Closed,2025-05-13,4,Closed - False Positive,0.6,N
ALT03499,C01946,2025-05-10,Unusual Activity vs Profile,1994.23,United Kingdom,Low,AN034,Closed,2025-05-12,2,Closed - False Positive,0.8,N
ALT05860,C01432,2025-05-10,Rapid Movement of Funds,3065.74,United Kingdom,Low,AN033,Closed,2025-05-19,9,Closed - False Positive,1.1,N
ALT00665,C00467,2025-05-10,High-Risk Jurisdiction Transfer,5117.4,Hong Kong,Low,AN035,Closed,2025-05-22,12,Closed - False Positive,1.0,N
ALT05844,C01420,2025-05-10,Structuring,7534.11,United Kingdom,Medium,AN039,Closed,2025-05-16,6,Closed - False Positive,0.7,N
ALT05201,C00999,2025-05-10,Unusual Activity vs Profile,6712.68,United Kingdom,Medium,AN036,Closed,2025-05-18,8,Closed - False Positive,0.8,N
ALT01394,C02689,2025-05-10,High-Risk Jurisdiction Transfer,80480.5,Germany,High,AN039,Closed,2025-05-15,5,Closed - False Positive,0.5,N
ALT02294,C01130,2025-05-10,High-Risk Jurisdiction Transfer,25628.92,India,Medium,AN038,Closed,2025-05-13,3,Closed - False Positive,0.5,N
ALT04161,C00367,2025-05-11,Unusual Activity vs Profile,7618.64,United Kingdom,Low,AN038,Closed,2025-05-16,5,Closed - False Positive,1.0,N
ALT05697,C01572,2025-05-11,Structuring,8154.46,UAE,Medium,AN035,Closed,2025-05-18,7,Closed - False Positive,0.5,N
ALT05010,C02877,2025-05-11,High-Risk Jurisdiction Transfer,18684.76,United Kingdom,Medium,AN040,Closed,2025-05-16,5,Closed - False Positive,0.8,N
ALT00971,C02491,2025-05-11,Dormant Account Reactivation,61033.13,United Kingdom,High,AN033,Closed,2025-05-21,10,Escalated to Investigation,9.4,N
ALT01185,C01806,2025-05-11,Rapid Movement of Funds,4732.4,United Kingdom,Medium,AN033,Closed,2025-05-22,11,Closed - False Positive,0.5,N
ALT03998,C02609,2025-05-11,Rapid Movement of Funds,6712.88,United Kingdom,Low,AN040,Closed,2025-05-16,5,Closed - False Positive,0.6,N
ALT06378,C00001,2025-05-11,Large Cash Deposit,58463.42,United Kingdom,High,AN034,Closed,2025-05-19,8,Closed - False Positive,0.8,N
ALT05020,C01994,2025-05-11,Rapid Movement of Funds,15697.31,United Kingdom,Medium,AN035,Closed,2025-06-10,30,Escalated to Investigation,13.3,N
ALT04970,C02576,2025-05-11,Unusual Activity vs Profile,13672.92,United Kingdom,Medium,AN036,Closed,2025-05-25,14,Closed - False Positive,0.9,N
ALT04797,C02019,2025-05-11,Large Cash Deposit,36352.18,Pakistan,Medium,AN033,Closed,2025-05-17,6,Closed - False Positive,0.7,N
ALT05743,C00874,2025-05-12,Round-Amount Transfers,29519.18,Germany,Medium,AN036,Closed,2025-05-17,5,Closed - False Positive,0.9,N
ALT03994,C01370,2025-05-12,High-Risk Jurisdiction Transfer,7083.05,Hong Kong,Medium,AN034,Closed,2025-05-20,8,Closed - False Positive,0.5,N
ALT04200,C00722,2025-05-12,Rapid Movement of Funds,15383.95,India,Low,AN036,Closed,2025-05-23,11,Closed - False Positive,0.9,N
ALT02977,C02087,2025-05-12,Unusual Activity vs Profile,5810.69,United Kingdom,Medium,AN034,Closed,2025-05-15,3,Closed - False Positive,0.6,N
ALT03370,C01045,2025-05-12,High-Risk Jurisdiction Transfer,40080.43,United Kingdom,High,AN040,Closed,2025-05-30,18,Escalated to Investigation,6.2,N
ALT04786,C01537,2025-05-12,Large Cash Deposit,11769.24,United Kingdom,Low,AN038,Closed,2025-05-23,11,Closed - False Positive,1.0,N
ALT01094,C01739,2025-05-12,High-Risk Jurisdiction Transfer,6069.13,United Kingdom,Medium,AN034,Closed,2025-05-17,5,Closed - False Positive,0.8,N
ALT05714,C01515,2025-05-12,High-Risk Jurisdiction Transfer,28567.84,United Kingdom,Medium,AN035,Closed,2025-05-17,5,Closed - False Positive,1.0,N
ALT03447,C01614,2025-05-12,Dormant Account Reactivation,1043.83,Russia,High,AN034,Closed,2025-05-19,7,Closed - False Positive,0.9,N
ALT05313,C02286,2025-05-12,Rapid Movement of Funds,17559.9,United Kingdom,High,AN033,Closed,2025-05-19,7,Closed - False Positive,1.1,N
ALT06287,C01314,2025-05-13,Rapid Movement of Funds,16202.47,India,High,AN036,Closed,2025-05-23,10,Closed - False Positive,1.2,N
ALT04777,C00010,2025-05-13,Unusual Activity vs Profile,3069.12,United Kingdom,Low,AN039,Closed,2025-05-25,12,Closed - False Positive,1.1,N
ALT06130,C02652,2025-05-13,Dormant Account Reactivation,15777.42,United Kingdom,Low,AN036,Closed,2025-05-18,5,Closed - False Positive,1.1,N
ALT03781,C01959,2025-05-13,Large Cash Deposit,23894.37,United Kingdom,Low,AN040,Closed,2025-05-15,2,Closed - False Positive,0.6,N
ALT04191,C01950,2025-05-13,Unusual Activity vs Profile,12054.89,United Kingdom,High,AN036,Closed,2025-05-18,5,Closed - False Positive,1.1,N
ALT02528,C00737,2025-05-13,Rapid Movement of Funds,16574.0,United Kingdom,High,AN037,Closed,2025-05-23,10,Closed - False Positive,0.6,N
ALT06246,C01264,2025-05-14,High-Risk Jurisdiction Transfer,12432.39,United Kingdom,Low,AN035,Closed,2025-05-18,4,Closed - False Positive,0.4,N
ALT05924,C01888,2025-05-14,Round-Amount Transfers,8390.65,Ireland,Medium,AN035,Closed,2025-05-21,7,Closed - False Positive,0.5,N
ALT05311,C00286,2025-05-14,Unusual Activity vs Profile,18176.42,United Kingdom,Low,AN034,Closed,2025-05-17,3,Closed - False Positive,0.5,N
ALT01605,C00880,2025-05-14,High-Risk Jurisdiction Transfer,12371.98,United Kingdom,Low,AN033,Closed,2025-05-31,17,Closed - False Positive,0.6,N
ALT03319,C00349,2025-05-14,Rapid Movement of Funds,23062.69,United Kingdom,Medium,AN038,Closed,2025-05-18,4,Closed - False Positive,0.5,N
ALT06195,C01785,2025-05-14,Rapid Movement of Funds,41028.88,India,Low,AN039,Closed,2025-05-20,6,Closed - False Positive,0.6,N
ALT06253,C02669,2025-05-14,Round-Amount Transfers,18773.87,United Kingdom,High,AN038,Closed,2025-05-20,6,Closed - False Positive,0.5,N
ALT06348,C00018,2025-05-14,Unusual Activity vs Profile,30395.54,United Kingdom,Low,AN038,Closed,2025-05-16,2,Closed - False Positive,0.4,N
ALT03272,C00873,2025-05-14,Structuring,7482.47,Russia,Medium,AN035,Closed,2025-05-18,4,Closed - False Positive,0.9,N
ALT05341,C02020,2025-05-14,High-Risk Jurisdiction Transfer,8067.83,United Kingdom,Low,AN034,Closed,2025-05-20,6,Closed - False Positive,0.7,N
ALT02521,C00066,2025-05-14,High-Risk Jurisdiction Transfer,2389.98,United Kingdom,Low,AN033,Closed,2025-05-17,3,Closed - False Positive,0.7,N
ALT05026,C00265,2025-05-15,Round-Amount Transfers,22141.34,Pakistan,High,AN037,Closed,2025-05-16,1,Closed - False Positive,0.7,N
